question_id,texto_contexto,link_fonte,linha_na_fonte
6,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L28
6,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
6,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L30
6,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
6,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
7,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L41
7,O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano.,https://petrobras.com.br/pre-sal,L392
7,"Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos.",https://petrobras.com.br/pre-sal,L392
8,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.",https://petrobras.com.br/pre-sal,L405
8,"Com isso, o petróleo migra para cima através dos poros existentes nas rochas, até encontrar algo que o impeça de continuar se deslocando.",https://www.sgb.gov.br/petroleo-do-pre-sal,L188
8,"Essa barreira, chamada de trapa, pode ser uma rocha impermeável, como uma camada de sal.",https://www.sgb.gov.br/petroleo-do-pre-sal,L189
8,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
9,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.",https://petrobras.com.br/pre-sal,L405
9,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação.",https://pt.wikipedia.org/wiki/Evaporito,L156
9,Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.,https://pt.wikipedia.org/wiki/Evaporito,L156
10,"As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L157
10,Geralmente estas rochas situam-se acima do reservatório.,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L157
10,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
10,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
11,"Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L33
11,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L42
12,"Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.",https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas,L189
12,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
12,"O prefixo pré-, portanto, refere-se ao tempo, não ao espaço.",https://www.sgb.gov.br/petroleo-do-pre-sal,L191
13,"Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos.",https://petrobras.com.br/pre-sal,L392
13,Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas.,https://petrobras.com.br/pre-sal,L393
13,"Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal.",https://petrobras.com.br/pre-sal,L393
13,"O ambiente de deposição consiste principalmente de lagos, deltas e bacias oceânicas.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,C1494
13,"O tipo de petróleo gerado depende do tipo de matéria orgânica: vegetais terrestres carreados tendem a gerar gás, enquanto que os plânctons tendem a gerar óleo.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L129
14,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação.",https://pt.wikipedia.org/wiki/Evaporito,L156
14,Evaporitos são considerados rochas sedimentares químicas.,https://pt.wikipedia.org/wiki/Evaporito,L157
14,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L28
15,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L30
15,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
16,"Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,C4215
16,"Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L146
16,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
17,Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas.,https://petrobras.com.br/pre-sal,L393
17,"Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal.",https://petrobras.com.br/pre-sal,L393
17,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo.",https://petrobras.com.br/pre-sal,L399
17,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
17,"Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,C447
17,"Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L120
18,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
18,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
18,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
19,"Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,C447
19,Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás.,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L119
19,"Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L120
19,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L28
20,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.",https://petrobras.com.br/pre-sal,L405
20,"Com isso, o petróleo migra para cima através dos poros existentes nas rochas, até encontrar algo que o impeça de continuar se deslocando.",https://www.sgb.gov.br/petroleo-do-pre-sal,L188
20,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
21,"Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,C447
21,"Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L120
21,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
22,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo.",https://petrobras.com.br/pre-sal,L399
22,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
22,"De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.",https://www.sgb.gov.br/rochas,L229
23,"Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L33
23,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L42
24,"Tal conjunto de rochas, com potencial para a formação de petróleo, está localizado sob uma extensa camada de sal que atinge espessuras de até 2 mil metros, formando uma espécie de selo e garantindo, assim, a geração de óleo de ótima qualidade.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L32
24,"O selo, ou rocha selante, é uma unidade com baixa permeabilidade que impede o escape de hidrocarbonetos da rocha reservatório.",https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L187
24,"A 'trapa é a característica estratigráfica ou estrutural, que garante a justaposição do reservatório e selo de tal forma que os hidrocarbonetos permanecem presos no subsolo, em vez de fugir (devido à sua natural flutuabilidade) e se perderem.",https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L188
25,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.",https://petrobras.com.br/pre-sal,L405
25,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação.",https://pt.wikipedia.org/wiki/Evaporito,L156
25,Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.,https://pt.wikipedia.org/wiki/Evaporito,L156
26,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
26,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L28
27,"Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",https://petrobras.com.br/pre-sal,L399
27,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
27,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
27,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
28,Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas.,https://petrobras.com.br/pre-sal,L393
28,"Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal.",https://petrobras.com.br/pre-sal,L393
28,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo.",https://petrobras.com.br/pre-sal,L399
28,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
28,Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás.,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L119
28,"Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L120
29,"Seu precipitado gera depósitos de cloretos, sulfatos, boratos e carbonatos.",https://pt.wikipedia.org/wiki/Evaporito,L156
29,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
30,"As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L157
30,Geralmente estas rochas situam-se acima do reservatório.,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L157
30,Folhelhos e camadas de sal são rochas capeadoras comuns.,https://www.sgb.gov.br/petroleo,L208
31,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L30
31,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
32,"Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L33
32,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão.",https://www.sgb.gov.br/petroleo-do-pre-sal,L190
32,"O prefixo pré-, portanto, refere-se ao tempo, não ao espaço.",https://www.sgb.gov.br/petroleo-do-pre-sal,L191
33,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.",https://petrobras.com.br/pre-sal,L405
33,"As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L157
34,"O pré-sal da Bacia de Santos, que se estende por uma área de 149 mil quilômetros quadrados, possui algumas das maiores reservas de petróleo do país.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L34
34,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L42
35,O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano.,https://petrobras.com.br/pre-sal,L392
35,"Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos.",https://petrobras.com.br/pre-sal,L392
35,Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas.,https://petrobras.com.br/pre-sal,L393
35,"Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal.",https://petrobras.com.br/pre-sal,L393
35,"A Geodinâmica é a ciência que investiga a dinâmica da Terra buscando entender todos os processos geológicos envolvidos na sua transformação ao longo do tempo geológico e na geração de recursos naturais como minério, óleo e gás.",https://www.sgb.gov.br/geologia,L223
36,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
36,O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L27
36,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
37,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
37,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L30
37,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L31
38,"A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L151
38,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L30
39,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L32
39,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
40,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
40,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
40,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
41,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
41,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
41,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
42,"Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",https://petrobras.com.br/pre-sal,L399
